#FIELD,ID,X,Y,P_merg
STRIPE82-0055,SPLUS.STRIPE82-0055.18003.griz,1124.0739999999998,8850.956,0.9675762057304382
STRIPE82-0067,SPLUS.STRIPE82-0067.18652.griz,6972.035,9174.375,0.9679440855979919
STRIPE82-0067,SPLUS.STRIPE82-0067.18230.griz,6805.876,9166.225,0.9912575483322144
STRIPE82-0069,SPLUS.STRIPE82-0069.23706.griz,6086.241999999999,8874.939,0.9990768432617188
STRIPE82-0073,SPLUS.STRIPE82-0073.16903.griz,6107.757,9307.161,0.999081015586853
STRIPE82-0073,SPLUS.STRIPE82-0073.17583.griz,6083.409000000001,9300.121,0.9992632269859314
STRIPE82-0075,SPLUS.STRIPE82-0075.16560.griz,9536.423,9604.556999999999,0.9853126406669617
STRIPE82-0028,SPLUS.STRIPE82-0028.03200.griz,7241.687,2310.356,0.9862819314002991
STRIPE82-0028,SPLUS.STRIPE82-0028.04434.griz,2501.638,2815.855,0.9748133420944214
STRIPE82-0030,SPLUS.STRIPE82-0030.07622.griz,9719.671,2956.055,0.9815818071365356
STRIPE82-0030,SPLUS.STRIPE82-0030.08342.griz,9387.118,3057.548,0.9970717430114746
STRIPE82-0038,SPLUS.STRIPE82-0038.04816.griz,10352.487,2861.2929999999997,0.979160726070404
STRIPE82-0038,SPLUS.STRIPE82-0038.04988.griz,8043.895,2929.687,0.9711760878562927
STRIPE82-0042,SPLUS.STRIPE82-0042.07453.griz,9945.377,2990.5170000000003,0.9769382476806641
STRIPE82-0044,SPLUS.STRIPE82-0044.09731.griz,8219.186,3653.545,0.9961767196655273
STRIPE82-0044,SPLUS.STRIPE82-0044.08343.griz,3263.554,3294.3309999999997,0.9966268539428711
STRIPE82-0046,SPLUS.STRIPE82-0046.02974.griz,7434.116,2426.936,0.9526579976081848
STRIPE82-0046,SPLUS.STRIPE82-0046.02967.griz,5832.177,2411.927,0.978925883769989
STRIPE82-0060,SPLUS.STRIPE82-0060.04587.griz,5723.521,3154.489,0.9660562872886658
STRIPE82-0066,SPLUS.STRIPE82-0066.07117.griz,9579.953000000001,2743.047,0.9994674324989319
STRIPE82-0066,SPLUS.STRIPE82-0066.10952.griz,3887.1240000000003,3655.309,0.9554611444473267
STRIPE82-0068,SPLUS.STRIPE82-0068.10052.griz,8681.358,3166.1240000000003,0.9969039559364319
STRIPE82-0074,SPLUS.STRIPE82-0074.09029.griz,2952.6420000000003,2503.96,0.9893901944160461
STRIPE82-0032,SPLUS.STRIPE82-0032.14567.griz,3069.8579999999997,5486.686,0.9794018268585205
STRIPE82-0034,SPLUS.STRIPE82-0034.16122.griz,8641.905,5509.876,0.9915280342102051
STRIPE82-0034,SPLUS.STRIPE82-0034.12933.griz,4258.958,5076.14,0.9860160946846008
STRIPE82-0038,SPLUS.STRIPE82-0038.26063.griz,3282.437,6390.559,0.9930171966552734
STRIPE82-0056,SPLUS.STRIPE82-0056.17856.griz,8873.747,5083.1140000000005,0.9634467959403992
STRIPE82-0058,SPLUS.STRIPE82-0058.14225.griz,7193.759,5126.962,0.9750524163246155
STRIPE82-0060,SPLUS.STRIPE82-0060.20677.griz,4268.286,6307.639,0.9763178825378418
STRIPE82-0066,SPLUS.STRIPE82-0066.22965.griz,1372.0220000000002,6410.456,0.9982694387435913
STRIPE82-0076,SPLUS.STRIPE82-0076.19067.griz,2809.414,5757.291,0.9999550580978394
STRIPE82-0024,SPLUS.STRIPE82-0024.20125.griz,2349.055,8795.982,0.994127631187439
STRIPE82-0026,SPLUS.STRIPE82-0026.37697.griz,8279.716,8376.462,0.9990967512130737
STRIPE82-0026,SPLUS.STRIPE82-0026.37428.griz,4688.472,8431.431999999999,0.994702160358429
STRIPE82-0030,SPLUS.STRIPE82-0030.34793.griz,1986.0539999999999,9101.366,0.9502923488616943
STRIPE82-0032,SPLUS.STRIPE82-0032.19382.griz,8812.231,8831.677,0.9795389771461487
STRIPE82-0034,SPLUS.STRIPE82-0034.21160.griz,5938.349,8424.089,0.9851369857788086
STRIPE82-0034,SPLUS.STRIPE82-0034.20108.griz,2171.949,8758.655,0.9913090467453003
STRIPE82-0036,SPLUS.STRIPE82-0036.10803.griz,9443.396999999999,8421.572,0.9998569488525391
STRIPE82-0036,SPLUS.STRIPE82-0036.11880.griz,4294.649,7814.911,0.9944055080413818
STRIPE82-0038,SPLUS.STRIPE82-0038.21721.griz,9596.551,7821.729,0.9999114274978638
STRIPE82-0042,SPLUS.STRIPE82-0042.22978.griz,3869.842,8197.489,0.953185498714447
STRIPE82-0044,SPLUS.STRIPE82-0044.23149.griz,1622.809,8108.4,0.9755967259407043
STRIPE82-0054,SPLUS.STRIPE82-0054.21025.griz,6888.59,8217.774,0.9899439811706543
STRIPE82-0054,SPLUS.STRIPE82-0054.20850.griz,4558.26,8112.14,0.9986737966537476
STRIPE82-0064,SPLUS.STRIPE82-0064.20058.griz,7886.5740000000005,8777.395,0.9540010094642639
STRIPE82-0064,SPLUS.STRIPE82-0064.23491.griz,6983.339,7840.793000000001,0.9997207522392273
STRIPE82-0070,SPLUS.STRIPE82-0070.18641.griz,9241.665,8103.003000000001,0.9889461398124695
STRIPE82-0072,SPLUS.STRIPE82-0072.20093.griz,9375.743,8675.743,0.9919893145561218
STRIPE82-0129,SPLUS.STRIPE82-0129.05773.griz,3979.607,2420.048,0.9999321699142456
STRIPE82-0133,SPLUS.STRIPE82-0133.07302.griz,7986.285,2796.595,0.9549893140792847
STRIPE82-0133,SPLUS.STRIPE82-0133.07955.griz,6532.534000000001,2928.204,0.9739192724227905
STRIPE82-0135,SPLUS.STRIPE82-0135.07899.griz,4741.984,2700.3759999999997,0.9951184988021851
STRIPE82-0137,SPLUS.STRIPE82-0137.07777.griz,8124.613,2437.751,0.954319953918457
STRIPE82-0141,SPLUS.STRIPE82-0141.04965.griz,5886.805,2281.7870000000003,0.9796949625015259
STRIPE82-0141,SPLUS.STRIPE82-0141.04989.griz,4551.275,2327.6929999999998,0.9584401249885559
STRIPE82-0127,SPLUS.STRIPE82-0127.16416.griz,5737.331999999999,5040.174,0.9982689619064331
STRIPE82-0127,SPLUS.STRIPE82-0127.16224.griz,5749.3,5024.595,0.9999936819076538
STRIPE82-0129,SPLUS.STRIPE82-0129.18740.griz,6644.25,5237.964,0.9963733553886414
STRIPE82-0129,SPLUS.STRIPE82-0129.19634.griz,5200.36,5444.727,0.9994101524353027
STRIPE82-0137,SPLUS.STRIPE82-0137.17625.griz,4926.847,4690.5740000000005,0.9950681924819946
STRIPE82-0139,SPLUS.STRIPE82-0139.27626.griz,8675.761,5643.706,0.9648444056510925
STRIPE82-0143,SPLUS.STRIPE82-0143.16764.griz,3760.665,4820.9529999999995,0.9847770929336548
STRIPE82-0143,SPLUS.STRIPE82-0143.19089.griz,3509.137,5362.571,0.9955915808677673
STRIPE82-0149,SPLUS.STRIPE82-0149.17464.griz,3478.982,5399.397,0.9759668707847595
STRIPE82-0131,SPLUS.STRIPE82-0131.37845.griz,10059.208,8179.003000000001,0.9992944002151489
STRIPE82-0141,SPLUS.STRIPE82-0141.22777.griz,3232.962,8323.983,0.9944846034049988
STRIPE82-0149,SPLUS.STRIPE82-0149.26849.griz,9649.089,7348.139,0.9907360672950745
STRIPE82-0149,SPLUS.STRIPE82-0149.26691.griz,7065.826,7368.179,0.9956300258636475
STRIPE82-0142,SPLUS.STRIPE82-0142.03873.griz,6053.025,2086.22,0.9543007612228394
STRIPE82-0150,SPLUS.STRIPE82-0150.02769.griz,3826.659,2063.1679999999997,0.9999309778213501
STRIPE82-0126,SPLUS.STRIPE82-0126.06883.griz,7712.526999999999,4198.76,0.9904190897941589
STRIPE82-0128,SPLUS.STRIPE82-0128.16877.griz,8057.859,4013.994,0.9941385984420776
STRIPE82-0128,SPLUS.STRIPE82-0128.18372.griz,4993.501,4299.7970000000005,0.99460768699646
STRIPE82-0130,SPLUS.STRIPE82-0130.11259.griz,5041.14,4474.299,0.9994625449180603
STRIPE82-0134,SPLUS.STRIPE82-0134.11735.griz,2885.882,4726.491,0.9896659851074219
STRIPE82-0142,SPLUS.STRIPE82-0142.12072.griz,7214.151999999999,4556.955,0.9973887801170349
STRIPE82-0146,SPLUS.STRIPE82-0146.10129.griz,9868.45,4188.595,0.9762415289878845
STRIPE82-0148,SPLUS.STRIPE82-0148.11244.griz,4486.104,4017.133,0.9823446273803711
STRIPE82-0126,SPLUS.STRIPE82-0126.18212.griz,7645.946,7093.85,0.9607697129249573
STRIPE82-0128,SPLUS.STRIPE82-0128.31833.griz,7610.135,6685.255999999999,0.999818742275238
STRIPE82-0144,SPLUS.STRIPE82-0144.26089.griz,1609.9520000000002,7403.448,0.9992384910583496
STRIPE82-0150,SPLUS.STRIPE82-0150.21375.griz,3085.805,7018.916,0.9977826476097107
STRIPE82-0155,SPLUS.STRIPE82-0155.03939.griz,3878.9809999999998,2143.534,0.9800176620483398
STRIPE82-0161,SPLUS.STRIPE82-0161.04712.griz,2654.2659999999996,2600.597,0.9945565462112427
STRIPE82-0167,SPLUS.STRIPE82-0167.06879.griz,1382.3239999999998,2530.8579999999997,0.9928638935089111
STRIPE82-0001,SPLUS.STRIPE82-0001.03521.griz,5134.380999999999,2138.942,0.9997614026069641
STRIPE82-0007,SPLUS.STRIPE82-0007.06521.griz,7382.368,3038.8540000000003,0.9819914698600769
STRIPE82-0009,SPLUS.STRIPE82-0009.11507.griz,9154.571,3137.8259999999996,0.9996030926704407
STRIPE82-0009,SPLUS.STRIPE82-0009.06600.griz,4553.628,2370.905,0.9976651668548584
STRIPE82-0011,SPLUS.STRIPE82-0011.06732.griz,2234.687,2796.991,0.9900802969932556
STRIPE82-0017,SPLUS.STRIPE82-0017.04231.griz,8550.558,2114.1,0.9824652671813965
STRIPE82-0021,SPLUS.STRIPE82-0021.08246.griz,6768.2480000000005,3117.143,0.9957737326622009
STRIPE82-0021,SPLUS.STRIPE82-0021.08075.griz,6470.621999999999,3163.3559999999998,0.9973015785217285
STRIPE82-0021,SPLUS.STRIPE82-0021.03866.griz,5837.991,2060.979,0.9983075857162476
STRIPE82-0021,SPLUS.STRIPE82-0021.06254.griz,5717.710999999999,2688.881,0.9994593262672424
STRIPE82-0023,SPLUS.STRIPE82-0023.05316.griz,3289.258,2643.994,0.9807544946670532
STRIPE82-0037,SPLUS.STRIPE82-0037.03332.griz,5457.236,2287.028,0.9779562950134277
STRIPE82-0039,SPLUS.STRIPE82-0039.06890.griz,4144.198,2534.65,0.9961860775947571
STRIPE82-0047,SPLUS.STRIPE82-0047.03835.griz,9172.113000000001,2758.407,0.9991883635520935
STRIPE82-0047,SPLUS.STRIPE82-0047.02854.griz,3575.59,2286.269,0.9969636797904968
STRIPE82-0053,SPLUS.STRIPE82-0053.06869.griz,4950.522,2916.933,0.991006076335907
STRIPE82-0053,SPLUS.STRIPE82-0053.05792.griz,4725.858,2536.976,0.991051197052002
STRIPE82-0053,SPLUS.STRIPE82-0053.05968.griz,3851.059,2556.573,0.9999358654022217
STRIPE82-0055,SPLUS.STRIPE82-0055.07186.griz,6604.661,3090.705,0.9877917170524597
STRIPE82-0055,SPLUS.STRIPE82-0055.04434.griz,1996.464,2218.658,0.9987995624542236
STRIPE82-0059,SPLUS.STRIPE82-0059.07385.griz,2997.945,2842.829,0.9990384578704834
STRIPE82-0071,SPLUS.STRIPE82-0071.06766.griz,1687.665,3184.188,0.9999257326126099
STRIPE82-0075,SPLUS.STRIPE82-0075.04680.griz,3415.967,2737.1890000000003,0.9985443353652954
STRIPE82-0081,SPLUS.STRIPE82-0081.04514.griz,1640.43,2695.048,0.9780054688453674
STRIPE82-0161,SPLUS.STRIPE82-0161.25234.griz,2048.361,5739.155,0.9996623992919922
STRIPE82-0167,SPLUS.STRIPE82-0167.17438.griz,6423.420999999999,4697.985,0.9736810326576233
STRIPE82-0169,SPLUS.STRIPE82-0169.12213.griz,6681.718000000001,5455.9,0.9906991124153137
STRIPE82-0001,SPLUS.STRIPE82-0001.27137.griz,1281.001,5615.842,0.9954637885093689
STRIPE82-0011,SPLUS.STRIPE82-0011.12987.griz,1511.329,4712.702,0.9898747205734253
STRIPE82-0019,SPLUS.STRIPE82-0019.28581.griz,7386.611999999999,5955.92,0.9858753085136414
STRIPE82-0023,SPLUS.STRIPE82-0023.12086.griz,3001.865,4623.973,0.9936200976371765
STRIPE82-0025,SPLUS.STRIPE82-0025.17345.griz,2765.336,5249.9980000000005,0.9943946599960327
STRIPE82-0031,SPLUS.STRIPE82-0031.13044.griz,9476.659,4754.713,0.9784626960754395
STRIPE82-0035,SPLUS.STRIPE82-0035.25558.griz,10542.505,5783.475,0.9998530149459839
STRIPE82-0039,SPLUS.STRIPE82-0039.21825.griz,7077.931,5662.388000000001,0.9742849469184875
STRIPE82-0039,SPLUS.STRIPE82-0039.17771.griz,4427.786,4817.678,0.9987412095069885
STRIPE82-0041,SPLUS.STRIPE82-0041.17829.griz,9956.987,5403.126,0.9996514320373535
STRIPE82-0043,SPLUS.STRIPE82-0043.20794.griz,5950.879,5534.861999999999,0.9958270192146301
STRIPE82-0045,SPLUS.STRIPE82-0045.14023.griz,10441.225,4817.513,0.9964700937271118
STRIPE82-0047,SPLUS.STRIPE82-0047.09912.griz,8252.148000000001,5050.863,0.9983691573143005
STRIPE82-0047,SPLUS.STRIPE82-0047.09882.griz,2625.303,5080.688,0.9928416013717651
STRIPE82-0053,SPLUS.STRIPE82-0053.18062.griz,2281.61,5855.021,0.9998422861099243
STRIPE82-0061,SPLUS.STRIPE82-0061.18010.griz,2908.535,5136.361,0.9617536664009094
STRIPE82-0067,SPLUS.STRIPE82-0067.15343.griz,2337.323,5248.975,0.987671971321106
STRIPE82-0075,SPLUS.STRIPE82-0075.15293.griz,2239.757,5574.683000000001,0.9680163264274597
STRIPE82-0083,SPLUS.STRIPE82-0083.13542.griz,4174.275,5436.536999999999,0.9972448348999023
STRIPE82-0157,SPLUS.STRIPE82-0157.42528.griz,9416.1,7805.771,0.9988113641738892
STRIPE82-0157,SPLUS.STRIPE82-0157.42925.griz,5813.776999999999,7791.776999999999,0.9975578784942627
STRIPE82-0159,SPLUS.STRIPE82-0159.15230.griz,9795.789,7858.651999999999,0.9839231371879578
STRIPE82-0163,SPLUS.STRIPE82-0163.22271.griz,7305.451999999999,8085.17,0.9900934100151062
STRIPE82-0169,SPLUS.STRIPE82-0169.15653.griz,4551.79,8351.228000000001,0.9982767105102539
STRIPE82-0007,SPLUS.STRIPE82-0007.30926.griz,9016.348,8354.122,0.976700484752655
STRIPE82-0007,SPLUS.STRIPE82-0007.22549.griz,7627.376,8142.92,0.999954342842102
STRIPE82-0007,SPLUS.STRIPE82-0007.21772.griz,7197.557,8095.807,0.9927398562431335
STRIPE82-0007,SPLUS.STRIPE82-0007.22199.griz,7157.932,8086.284000000001,0.999686598777771
STRIPE82-0007,SPLUS.STRIPE82-0007.24435.griz,5626.025,7495.17,0.9878982901573181
STRIPE82-0007,SPLUS.STRIPE82-0007.23013.griz,3095.2540000000004,7895.389,0.9996621608734131
STRIPE82-0009,SPLUS.STRIPE82-0009.41245.griz,9299.055,8425.166,0.9776049256324768
STRIPE82-0011,SPLUS.STRIPE82-0011.25564.griz,3328.715,7364.661999999999,0.9946240186691284
STRIPE82-0013,SPLUS.STRIPE82-0013.21901.griz,7586.215999999999,8297.634,0.9987695813179016
STRIPE82-0019,SPLUS.STRIPE82-0019.22311.griz,7482.422,7688.009,0.999994158744812
STRIPE82-0019,SPLUS.STRIPE82-0019.22644.griz,7597.889,7572.302,0.9731974601745605
STRIPE82-0021,SPLUS.STRIPE82-0021.24039.griz,6157.854,7663.1140000000005,0.9666870832443237
STRIPE82-0021,SPLUS.STRIPE82-0021.24835.griz,3761.433,7385.401,0.9816309809684753
STRIPE82-0023,SPLUS.STRIPE82-0023.21974.griz,9047.933,8130.854,0.9946718811988831
STRIPE82-0023,SPLUS.STRIPE82-0023.22170.griz,4113.412,8125.871,0.9958307147026062
STRIPE82-0029,SPLUS.STRIPE82-0029.36856.griz,6810.931,8587.59,0.9629064798355103
STRIPE82-0059,SPLUS.STRIPE82-0059.32757.griz,6031.9169999999995,7771.306,0.9990333318710327
STRIPE82-0061,SPLUS.STRIPE82-0061.24116.griz,1578.766,7929.986,0.9937019348144531
STRIPE82-0061,SPLUS.STRIPE82-0061.37665.griz,1522.424,8285.327,0.9854292273521423
STRIPE82-0063,SPLUS.STRIPE82-0063.18388.griz,9243.44,8557.865,0.9731667637825012
STRIPE82-0067,SPLUS.STRIPE82-0067.22768.griz,6882.808000000001,7828.7080000000005,0.9936449527740479
STRIPE82-0071,SPLUS.STRIPE82-0071.22820.griz,7826.851,7683.427,0.966032087802887
STRIPE82-0079,SPLUS.STRIPE82-0079.23347.griz,7484.155,8227.896,0.9990677237510681
STRIPE82-0156,SPLUS.STRIPE82-0156.04207.griz,8086.876,1866.453,0.984032928943634
STRIPE82-0158,SPLUS.STRIPE82-0158.02915.griz,2612.908,1989.001,0.9690083265304565
STRIPE82-0160,SPLUS.STRIPE82-0160.02325.griz,9473.754,2142.456,0.9957224130630493
STRIPE82-0164,SPLUS.STRIPE82-0164.06023.griz,9720.062,2165.9610000000002,0.9963536262512207
STRIPE82-0166,SPLUS.STRIPE82-0166.02798.griz,8627.09,1744.0929999999998,0.9999946355819702
STRIPE82-0170,SPLUS.STRIPE82-0170.03844.griz,6304.126,1901.011,0.9726778268814087
STRIPE82-0005,SPLUS.STRIPE82-0005.11666.griz,2364.982,10375.327,0.9841535687446594
STRIPE82-0008,SPLUS.STRIPE82-0008.02175.griz,4216.326,1401.759,0.9998488426208496
STRIPE82-0012,SPLUS.STRIPE82-0012.03995.griz,1411.1670000000001,1931.362,0.9714274406433105
STRIPE82-0014,SPLUS.STRIPE82-0014.03799.griz,9457.097,2012.965,0.9996088147163391
STRIPE82-0016,SPLUS.STRIPE82-0016.03568.griz,5306.549,1818.104,0.999690055847168
STRIPE82-0015,SPLUS.STRIPE82-0015.29872.griz,3641.592,10287.574,0.9998714923858643
STRIPE82-0016,SPLUS.STRIPE82-0016.00489.griz,2955.1679999999997,943.1080000000001,0.9818152785301208
STRIPE82-0018,SPLUS.STRIPE82-0018.03941.griz,5475.272,1701.93,0.9589344263076782
STRIPE82-0018,SPLUS.STRIPE82-0018.04459.griz,4486.095,1712.905,0.9985999464988708
STRIPE82-0018,SPLUS.STRIPE82-0018.01372.griz,4097.222,1101.849,0.9810722470283508
STRIPE82-0024,SPLUS.STRIPE82-0024.01845.griz,9133.374,1601.9479999999999,0.9880315065383911
STRIPE82-0026,SPLUS.STRIPE82-0026.03302.griz,4843.896,1608.239,0.9975468516349792
STRIPE82-0028,SPLUS.STRIPE82-0028.02699.griz,6798.746999999999,2141.9139999999998,0.9939338564872742
STRIPE82-0028,SPLUS.STRIPE82-0028.00889.griz,7249.689,1483.815,0.9970716238021851
STRIPE82-0034,SPLUS.STRIPE82-0034.00511.griz,2380.541,1150.9180000000001,0.9847345352172852
STRIPE82-0034,SPLUS.STRIPE82-0034.02817.griz,2265.492,1879.094,0.9635795950889587
STRIPE82-0038,SPLUS.STRIPE82-0038.01362.griz,4487.396,1672.704,0.9573264122009277
STRIPE82-0042,SPLUS.STRIPE82-0042.04106.griz,4936.556,2122.135,0.9976365566253662
STRIPE82-0042,SPLUS.STRIPE82-0042.02672.griz,4240.664000000001,1727.519,0.9999638795852661
STRIPE82-0045,SPLUS.STRIPE82-0045.31249.griz,8418.473,10114.711,0.9974545836448669
STRIPE82-0046,SPLUS.STRIPE82-0046.00791.griz,4745.255999999999,1522.207,0.9951954483985901
STRIPE82-0062,SPLUS.STRIPE82-0062.00501.griz,5231.3009999999995,1535.888,0.9985010623931885
STRIPE82-0068,SPLUS.STRIPE82-0068.02616.griz,2920.37,1647.596,0.9775105118751526
STRIPE82-0068,SPLUS.STRIPE82-0068.02449.griz,2629.647,1546.5079999999998,0.9777758717536926
STRIPE82-0070,SPLUS.STRIPE82-0070.01678.griz,10013.864,1512.004,0.9673467874526978
STRIPE82-0070,SPLUS.STRIPE82-0070.01854.griz,4607.747,1589.999,0.9731824398040771
STRIPE82-0073,SPLUS.STRIPE82-0073.30045.griz,6027.422,10109.105,0.9660340547561646
STRIPE82-0158,SPLUS.STRIPE82-0158.08378.griz,6247.535,3694.781,0.9994807839393616
STRIPE82-0158,SPLUS.STRIPE82-0158.11220.griz,4508.777,4480.75,0.9513307213783264
STRIPE82-0168,SPLUS.STRIPE82-0168.07100.griz,3955.853,3743.4759999999997,0.9873888492584229
STRIPE82-0168,SPLUS.STRIPE82-0168.06742.griz,4410.179,3667.949,0.9986740350723267
STRIPE82-0006,SPLUS.STRIPE82-0006.08911.griz,6832.438,4753.144,0.9568471312522888
STRIPE82-0006,SPLUS.STRIPE82-0006.07156.griz,6624.306,4025.147,0.9903049468994141
STRIPE82-0008,SPLUS.STRIPE82-0008.14517.griz,3970.0,4880.931,0.995684027671814
STRIPE82-0012,SPLUS.STRIPE82-0012.12809.griz,1371.854,4380.641,0.9987922310829163
STRIPE82-0014,SPLUS.STRIPE82-0014.12652.griz,5293.179,4591.346,0.973453938961029
STRIPE82-0022,SPLUS.STRIPE82-0022.07855.griz,8740.293,4838.231,0.9610523581504822
STRIPE82-0022,SPLUS.STRIPE82-0022.05396.griz,4153.209,3698.0,0.9996113181114197
STRIPE82-0024,SPLUS.STRIPE82-0024.08771.griz,5481.94,3720.469,0.9837963581085205
STRIPE82-0026,SPLUS.STRIPE82-0026.17774.griz,5831.741999999999,4922.65,0.9958992600440979
STRIPE82-0030,SPLUS.STRIPE82-0030.11801.griz,5996.241,3810.447,0.9980223178863525
STRIPE82-0032,SPLUS.STRIPE82-0032.11484.griz,4148.526,4571.085999999999,0.9817678928375244
STRIPE82-0034,SPLUS.STRIPE82-0034.08670.griz,1633.1470000000002,3695.237,0.9894860982894897
STRIPE82-0048,SPLUS.STRIPE82-0048.11520.griz,8045.33,4643.469,0.9998550415039062
STRIPE82-0050,SPLUS.STRIPE82-0050.12231.griz,8964.728000000001,4396.191,0.9809181690216064
STRIPE82-0058,SPLUS.STRIPE82-0058.12762.griz,6963.241999999999,4679.166,0.9947385191917419
STRIPE82-0058,SPLUS.STRIPE82-0058.11288.griz,5280.757,4274.168,0.997000515460968
STRIPE82-0156,SPLUS.STRIPE82-0156.20240.griz,7392.982,6873.033,0.9851637482643127
STRIPE82-0160,SPLUS.STRIPE82-0160.21986.griz,9944.473,7397.515,0.9615938067436218
STRIPE82-0162,SPLUS.STRIPE82-0162.23870.griz,3498.982,6738.459,0.9734593629837036
STRIPE82-0164,SPLUS.STRIPE82-0164.40669.griz,9340.45,7611.359,0.998802661895752
STRIPE82-0164,SPLUS.STRIPE82-0164.39910.griz,8536.436,7770.361999999999,0.9741884469985962
STRIPE82-0170,SPLUS.STRIPE82-0170.27075.griz,8222.994,7073.719,0.9515328407287598
STRIPE82-0170,SPLUS.STRIPE82-0170.28780.griz,7665.597,6616.564,0.9870522022247314
STRIPE82-0170,SPLUS.STRIPE82-0170.27832.griz,4387.553,6833.99,0.9666951298713684
STRIPE82-0002,SPLUS.STRIPE82-0002.28866.griz,7394.054,6772.273,0.9996795654296875
STRIPE82-0018,SPLUS.STRIPE82-0018.27443.griz,4480.736,7245.464,0.9998902082443237
STRIPE82-0024,SPLUS.STRIPE82-0024.27226.griz,2740.7470000000003,6648.007,0.9808886647224426
STRIPE82-0024,SPLUS.STRIPE82-0024.23711.griz,1901.733,7634.9169999999995,0.9969623684883118
STRIPE82-0028,SPLUS.STRIPE82-0028.24043.griz,4806.579000000001,6464.764,0.9740113019943237
STRIPE82-0032,SPLUS.STRIPE82-0032.24039.griz,1165.178,7456.986999999999,0.9921191930770874
STRIPE82-0038,SPLUS.STRIPE82-0038.23945.griz,10130.056999999999,7073.463000000001,0.981562077999115
STRIPE82-0044,SPLUS.STRIPE82-0044.28024.griz,3664.383,6784.941999999999,0.9999140501022339
STRIPE82-0048,SPLUS.STRIPE82-0048.24980.griz,5986.852,6728.5509999999995,0.9990660548210144
STRIPE82-0060,SPLUS.STRIPE82-0060.11549.griz,4335.198,7137.222,0.9638403654098511
STRIPE82-0062,SPLUS.STRIPE82-0062.22490.griz,5158.271,7087.259,0.9727802276611328
STRIPE82-0066,SPLUS.STRIPE82-0066.24814.griz,9414.474,6785.073,0.9985431432723999
STRIPE82-0066,SPLUS.STRIPE82-0066.27030.griz,5882.29,7632.071999999999,0.9727743864059448
STRIPE82-0076,SPLUS.STRIPE82-0076.23579.griz,4527.8859999999995,7742.116,0.9997583031654358
